SKU,Item Name,Imprint Method,Pricing-Qty1,Pricing-Qty2,Pricing-Qty3,Pricing-Qty4,Pricing-Qty5,Pricing-Price1,Pricing-Price2,Pricing-Price3,Pricing-Price4,Pricing-Price5,Pricing-Code1,Pricing-Code2,Pricing-Code3,Pricing-Code4,Pricing-Code5
A468,Poly Pro Sport Pack with Pockets,Vivid Expressions,100,250,500,1000,2500,3.65,3.47,3.27,3.17,3.05,C,C,C,C,C
A468,Poly Pro Sport Pack with Pockets,Blank,100,250,500,1000,2500,2.25,2.07,1.87,1.77,1.65,C,C,C,C,C
A470,Two Pocket Mesh Sport Pack,Screen Print,100,100,100,250,250,10.48,10.48,10.48,9.95,9.95,C,C,C,C,C
A470,Two Pocket Mesh Sport Pack,Vivid Expressions,250,250,250,500,500,11.12,11.12,11.12,10.73,10.73,C,C,C,C,C
A470,Two Pocket Mesh Sport Pack,Blank,100,100,100,250,250,10.25,10.25,10.25,9.72,9.72,C,C,C,C,C
A475,Tablet Envelope,Screen Print,100,250,500,1000,2500,4.6,4.3,4.2,4.1,3.98,C,C,C,C,C
A475,Tablet Envelope,Vivid Expressions,250,500,1000,2500,,5.47,5.37,5.27,5.15,,C,C,C,C,
A475,Tablet Envelope,Blank,100,250,500,1000,2500,4.37,4.07,3.97,3.87,3.75,C,C,C,C,C
A486,Kraft Zipper Case,Screen Print,100,250,500,1000,2500,1.9,1.82,1.7,1.6,1.48,C,C,C,C,C
A486,Kraft Zipper Case,Vivid Expressions,250,500,1000,2500,,3.07,2.98,2.87,2.65,,C,C,C,C,
A486,Kraft Zipper Case,Blank,100,250,500,1000,2500,1.78,1.7,1.58,1.48,1.37,C,C,C,C,C
A490,Fashion Cinch Sack,Screen Print,50,100,250,500,1000,10.48,9.95,9.57,9.28,8.98,C,C,C,C,C
A490,Fashion Cinch Sack,Vivid Expressions,100,250,500,1000,,11.38,11,10.72,10.42,,C,C,C,C,
A490,Fashion Cinch Sack,Blank,50,100,250,500,1000,9.88,9.35,8.97,8.68,8.38,C,C,C,C,C
A495,Technix Shoulder Bag,Screen Print,25,50,100,250,500,14.68,14.38,14.07,13.77,13.48,C,C,C,C,C
A495,Technix Shoulder Bag,Embroidery,25,50,100,250,500,18.07,17.77,17.45,17.15,16.87,C,C,C,C,C
A495,Technix Shoulder Bag,Vivid Expressions,100,250,500,,,15.5,15.2,14.92,,,C,C,C,,
A495,Technix Shoulder Bag,Blank,25,50,100,250,500,14.45,14.15,13.83,13.53,13.25,C,C,C,C,C
A497,Canal Tote,Screen Print,50,100,250,500,1000,6.05,5.78,5.6,5.3,5.1,C,C,C,C,C
A497,Canal Tote,Blank,50,100,250,500,1000,5.82,5.55,5.37,4.07,4.87,C,C,C,C,C
A500,Lamis Messenger,Deboss,25,50,100,250,500,26.65,25.98,25.38,24.78,24.18,C,C,C,C,C
A500,Lamis Messenger,Embroidery,25,50,100,250,500,30.03,29.37,28.77,28.17,27.57,C,C,C,C,C
A500,Lamis Messenger,Blank,25,50,100,250,500,25.47,25.1,24.65,24.13,23.57,C,C,C,C,C
A507,Lamis Two-Tone Tote,Deboss,50,100,250,500,1000,8.28,8.28,8.28,8.28,8.28,C,C,C,C,C
A507,Lamis Two-Tone Tote,Blank,50,100,250,500,1000,7.82,7.82,7.82,7.82,7.82,C,C,C,C,C
A508,Lamis Corporate Messenger Bag,Deboss,25,50,100,250,500,31.32,30.67,29.97,29.1,28.28,C,C,C,C,C
A508,Lamis Corporate Messenger Bag,Blank,25,50,100,250,500,30.13,29.78,29.23,28.45,27.67,C,C,C,C,C
A509,Lamis East West Bag,Deboss,25,50,100,250,500,16.48,15.98,15.37,14.98,14.48,C,C,C,C,C
A509,Lamis East West Bag,Blank,25,50,100,250,500,15.3,15.1,14.63,14.33,13.87,C,C,C,C,C
A510,Flat Garment Bag,Screen Print,50,100,250,500,1000,6.98,6.58,5.98,5.58,5.18,C,C,C,C,C
A510,Flat Garment Bag,Embroidery,50,100,250,500,1000,10.37,9.97,9.37,8.97,8.57,C,C,C,C,C
A510,Flat Garment Bag,Vivid Expressions,100,250,500,,,7.75,7.15,6.75,,,C,C,C,,
A510,Flat Garment Bag,Blank,50,100,250,500,1000,6.75,6.35,5.75,5.35,4.95,C,C,C,C,C
A512,V Natural Recycled Cotton Tote,Screen Print,50,100,250,500,1000,5.95,5.58,5.2,4.9,4.45,C,C,C,C,C
A512,V Natural Recycled Cotton Tote,Photo Magic,50,100,,,,5.78,5.42,,,,C,C,,,
A512,V Natural Recycled Cotton Tote,Vivid Expressions,100,250,500,1000,,6.75,6.37,6.07,5.62,,C,C,C,C,
A512,V Natural Recycled Cotton Tote,Blank,50,100,250,500,1000,5.72,5.35,4.97,4.67,4.22,C,C,C,C,C
A513,Mucho Grande Tote with Accents,Screen Print,100,250,500,1000,2500,2.28,2.18,2.07,1.98,1.88,C,C,C,C,C
A513,Mucho Grande Tote with Accents,Vivid Expressions,100,250,500,1000,2500,3.45,3.35,3.23,3.15,3.05,C,C,C,C,C
A513,Mucho Grande Tote with Accents,Blank,100,250,500,1000,2500,2.05,1.95,1.83,1.75,1.65,C,C,C,C,C
A514,Mucho Grande Tote,Screen Print,100,250,500,1000,2500,1.88,1.78,1.68,1.58,1.48,C,C,C,C,C
A514,Mucho Grande Tote,Vivid Expressions,100,100,250,500,2500,3.05,2.75,2.95,2.85,2.65,C,C,C,C,C
A514,Mucho Grande Tote,Blank,100,250,500,1000,2500,1.65,1.55,1.45,1.35,1.25,C,C,C,C,C
A518,V Natural Organic Flat Tote,Screen Print,50,100,250,500,1000,4.68,4.33,4.03,3.68,3.18,C,C,C,C,C
A518,V Natural Organic Flat Tote,Embroidery,50,100,250,500,1000,8.07,7.72,7.42,7.07,6.57,C,C,C,C,C
A518,V Natural Organic Flat Tote,Vivid Expressions,100,250,500,1000,,5.5,5.2,4.85,4.35,,C,C,C,C,
A518,V Natural Organic Flat Tote,Blank,50,100,250,500,1000,4.45,4.1,3.8,3.45,2.95,C,C,C,C,C
A521,ModFX Recycling Tote,Screen Print,100,250,500,1000,2500,2.38,2.38,2.38,2.38,2.38,C,C,C,C,C
A521,ModFX Recycling Tote,Blank,100,250,500,1000,2500,1.84,1.84,1.84,1.84,1.84,C,C,C,C,C
A523,Printed Grande Tote,Screen Print,100,250,500,1000,2500,1.72,1.72,1.72,1.72,1.72,C,C,C,C,C
A523,Printed Grande Tote,Blank,100,250,500,1000,2500,1.49,1.49,1.49,1.49,1.49,C,C,C,C,C
A524,Grande Tote,Screen Print,100,250,500,1000,2500,2.05,1.98,1.88,1.78,1.68,C,C,C,C,C
A524,Grande Tote,Vivid Expressions,100,250,500,1000,2500,3.22,3.15,3.05,2.95,2.85,C,C,C,C,C
A524,Grande Tote,Blank,100,250,500,1000,2500,1.82,1.75,1.65,1.55,1.45,C,C,C,C,C
A525,Grande Insulated Tote,Screen Print,100,250,500,1000,2500,3.97,3.88,3.8,3.7,3.58,C,C,C,C,C
A525,Grande Insulated Tote,Vivid Expressions,100,250,500,1000,2500,5.13,5.05,4.97,4.87,4.75,C,C,C,C,C
A525,Grande Insulated Tote,Blank,100,250,500,1000,2500,3.73,3.63,3.57,3.47,3.35,C,C,C,C,C
A526,V Natural Kraft Sack,Screen Print,100,250,500,1000,2500,3.47,3.32,3.22,3.1,2.88,C,C,C,C,C
A526,V Natural Kraft Sack,Vivid Expressions,100,250,500,1000,2500,4.63,4.48,4.38,4.27,4.05,C,C,C,C,C
A526,V Natural Kraft Sack,Blank,100,250,500,1000,2500,3.23,3.08,2.98,2.87,2.65,C,C,C,C,C
A527,V Natural Kraft Magazine Tote,Screen Print,100,250,500,1000,2500,2.63,2.57,2.48,2.38,2.27,C,C,C,C,C
A527,V Natural Kraft Magazine Tote,Vivid Expressions,100,250,500,1000,2500,3.8,3.73,3.65,3.55,3.43,C,C,C,C,C
A527,V Natural Kraft Magazine Tote,Blank,100,250,500,1000,2500,2.4,2.33,2.25,2.15,2.03,C,C,C,C,C
A530,V Natural Organic Gusseted Tote,Screen Print,50,100,250,500,1000,5.25,4.97,4.75,4.48,4.17,C,C,C,C,C
A530,V Natural Organic Gusseted Tote,Embroidery,50,100,250,500,1000,8.63,8.35,8.13,7.87,7.55,C,C,C,C,C
A530,V Natural Organic Gusseted Tote,Vivid Expressions,100,250,500,1000,,6.13,5.92,5.65,5.33,,C,C,C,C,
A530,V Natural Organic Gusseted Tote,Blank,50,100,250,500,1000,5.02,4.73,4.52,4.25,3.93,C,C,C,C,C
A531,Spirit Duffel Bag,Screen Print,100,250,500,1000,2500,3.98,3.98,3.98,3.98,3.98,C,C,C,C,C
A531,Spirit Duffel Bag,Blank,100,250,500,1000,2500,3.42,3.42,3.42,3.42,3.42,C,C,C,C,C
A533,V Natural Organic Grocery Tote,Screen Print,50,100,250,500,1000,6.8,6.65,6.25,6.02,5.75,C,C,C,C,C
A533,V Natural Organic Grocery Tote,Embroidery,50,100,250,500,1000,10.18,10.03,9.63,9.4,9.13,C,C,C,C,C
A533,V Natural Organic Grocery Tote,Vivid Expressions,100,250,500,1000,,7.82,7.42,7.18,6.92,,C,C,C,C,
A533,V Natural Organic Grocery Tote,Blank,50,100,250,500,1000,6.57,6.72,6.02,5.78,5.52,C,C,C,C,C
A534,Fashion Barrel Bag,Screen Print,50,100,250,500,1000,6.58,6.28,6.08,5.78,5.48,C,C,C,C,C
A534,Fashion Barrel Bag,Vivid Expressions,100,250,500,1000,,7.72,7.52,7.22,6.92,,C,C,C,C,
A534,Fashion Barrel Bag,Blank,50,100,250,500,1000,6.35,6.05,5.85,5.55,5.25,C,C,C,C,C
A536,PhotoGraFX Grocery Tote,Screen Print,50,100,250,500,1000,4.77,4.32,4.08,3.78,3.68,C,C,C,C,C
A536,PhotoGraFX Grocery Tote,Blank,50,100,250,500,1000,4.17,3.72,3.48,3.18,3.08,C,C,C,C,C
A541,Spirit Backpack,Screen Print,100,250,500,1000,2500,3.33,3.33,3.33,3.33,3.33,C,C,C,C,C
A541,Spirit Backpack,Blank,100,250,500,1000,2500,2.77,2.77,2.77,2.77,2.77,C,C,C,C,C
A543,Eclipse Tote,Screen Print,25,50,100,250,500,17.58,17.18,16.48,15.98,14.98,C,C,C,C,C
A543,Eclipse Tote,Embroidery,25,50,100,250,500,20.97,20.57,19.87,19.37,18.37,C,C,C,C,C
A543,Eclipse Tote,Vivid Expressions,100,250,500,,,17.42,17.42,16.42,,,C,C,C,,
A543,Eclipse Tote,Blank,25,50,100,250,500,16.98,16.58,15.88,15.38,14.38,C,C,C,C,C
A572,Posh Kit,Screen Print,50,100,250,500,1000,5.5,4.82,4.53,4.23,4.02,C,C,C,C,C
A572,Posh Kit,Embroidery,50,100,250,500,1000,8.63,7.93,7.63,7.33,7.13,C,C,C,C,C
A572,Posh Kit,Vivid Expressions,100,250,500,1000,,5.98,5.7,5.4,5.18,,C,C,C,C,
A572,Posh Kit,Blank,50,100,250,500,1000,5.38,4.7,4.42,4.12,3.9,C,C,C,C,C
A573,ID Hang Tag,Screen Print,100,250,500,1000,,0.77,0.77,0.77,0.77,,C,C,C,C,
A573,ID Hang Tag,Blank,100,250,500,1000,,0.58,0.58,0.58,0.58,,C,C,C,C,
A574,ID Hang Tag with Security Flap,Screen Print,100,250,500,1000,,0.99,0.99,0.99,0.99,,C,C,C,C,
A574,ID Hang Tag with Security Flap,Blank,100,250,500,1000,,0.84,0.84,0.84,0.84,,C,C,C,C,
A575,Lamis Tablet Case,Deboss,50,100,250,500,1000,11.18,10.78,10.28,9.75,9.22,C,C,C,C,C
A575,Lamis Tablet Case,Blank,50,100,250,500,1000,11.1,10.7,10.2,9.67,9.14,C,C,C,C,C
A577,Large Flexi-Freeze   Hydra Collapsible Cooler,Screen Print,25,50,100,250,500,7.15,7.15,7.15,7.15,7.15,C,C,C,C,C
A577,Large Flexi-Freeze   Hydra Collapsible Cooler,Blank,25,50,100,250,500,6.69,6.69,6.69,6.69,6.69,C,C,C,C,C
A580,Endeavor 12-Capacity Disk Case,Screen Print,50,100,250,500,,1.65,1.65,1.65,1.65,,C,C,C,C,
A580,Endeavor 12-Capacity Disk Case,Blank,50,100,250,500,,1.19,1.19,1.19,1.19,,C,C,C,C,
A581,Incline Convention Tote,Screen Print,50,100,250,500,1000,7.62,7.4,7.12,6.82,6.38,C,C,C,C,C
A581,Incline Convention Tote,Embroidery,50,100,250,500,1000,11,10.78,10.5,10.2,9.77,C,C,C,C,C
A581,Incline Convention Tote,Vivid Expressions,100,250,500,1000,,8.83,8.55,8.25,7.82,,C,C,C,C,
A581,Incline Convention Tote,Blank,50,100,250,500,1000,7.02,6.8,6.52,6.22,5.78,C,C,C,C,C
A582,Striped Economy Tote,Screen Print,100,250,500,1000,2500,3.45,3.1,2.85,2.53,2.48,C,C,C,C,C
A582,Striped Economy Tote,Embroidery,100,250,500,1000,2500,6.83,6.48,6.23,5.92,5.87,C,C,C,C,C
A582,Striped Economy Tote,Vivid Expressions,100,250,500,1000,2500,4.62,4.27,4.02,3.7,3.65,C,C,C,C,C
A582,Striped Economy Tote,Blank,100,250,500,1000,2500,3.22,2.87,2.62,2.3,2.25,C,C,C,C,C
A587,Lamis Tote,Deboss,50,100,250,500,1000,14.9,13.9,13.3,12.78,11.88,C,C,C,C,C
A587,Lamis Tote,Embroidery,50,100,250,500,1000,18.28,17.28,16.68,16.17,15.27,C,C,C,C,C
A587,Lamis Tote,Blank,50,100,250,500,1000,14.02,13.17,12.65,12.17,11.28,C,C,C,C,C
A588,Geo Color Block Tote,Screen Print,50,100,250,500,1000,4.48,4.48,4.48,4.48,4.48,C,C,C,C,C
A588,Geo Color Block Tote,Blank,50,100,250,500,1000,3.92,3.92,3.92,3.92,3.92,C,C,C,C,C
A59369,Economy First Aid Kit - With internal meds,Screen Print,100,250,500,1000,,2.82,2.67,2.48,2.23,,C,C,C,C,
A59369,Economy First Aid Kit - With internal meds,Vivid Expressions,100,250,500,1000,,3.82,3.67,3.48,3.23,,C,C,C,C,
A59369,Economy First Aid Kit - With internal meds,Blank,100,250,500,1000,,2.72,2.57,2.38,2.13,,C,C,C,C,
A59376,Economy First Aid Kit - No internal meds,Screen Print,100,250,500,1000,,2.82,2.67,2.48,2.23,,C,C,C,C,
A59376,Economy First Aid Kit - No internal meds,Vivid Expressions,100,250,500,1000,,3.82,3.67,3.48,3.23,,C,C,C,C,
A59376,Economy First Aid Kit - No internal meds,Blank,100,250,500,1000,,2.72,2.57,2.38,2.13,,C,C,C,C,
A59477,Outdoor Kit,Screen Print,100,250,500,1000,,3.53,3.35,3.15,2.95,,C,C,C,C,
A59477,Outdoor Kit,Vivid Expressions,100,250,500,1000,,4.53,4.35,4.15,3.95,,C,C,C,C,
A59477,Outdoor Kit,Blank,100,250,500,1000,,3.43,3.25,3.05,2.85,,C,C,C,C,
A59496,Convention Kit,Screen Print,100,250,500,1000,,6.47,6.28,6.08,5.88,,C,C,C,C,
A59496,Convention Kit,Vivid Expressions,100,250,500,1000,,7.47,7.28,7.08,6.88,,C,C,C,C,
A59496,Convention Kit,Blank,100,250,500,1000,,6.37,6.18,5.98,5.78,,C,C,C,C,
A59630,Golfer& 39;s Pal Kit with Tournament Amenities,Screen Print,50,100,250,500,1000,5.63,5.45,5.18,5.05,4.88,C,C,C,C,C
A59630,Golfer& 39;s Pal Kit with Tournament Amenities,Vivid Expressions,100,250,500,1000,,6.45,6.18,6.05,5.88,,C,C,C,C,
A59630,Golfer& 39;s Pal Kit with Tournament Amenities,Blank,50,100,250,500,1000,5.33,5.15,4.88,4.75,4.58,C,C,C,C,C
A59633,Golfer& 39;s Pal Kit with Basic Golf Tools,Screen Print,50,100,250,500,1000,3.92,3.78,3.63,3.45,3.28,C,C,C,C,C
A59633,Golfer& 39;s Pal Kit with Basic Golf Tools,Vivid Expressions,100,250,500,1000,,4.78,4.63,4.45,4.28,,C,C,C,C,
A59633,Golfer& 39;s Pal Kit with Basic Golf Tools,Blank,50,100,250,500,1000,3.62,3.48,3.33,3.15,2.98,C,C,C,C,C
A598,Large Translucent Pouch with Carabiner,Screen Print,100,250,500,1000,,1.48,1.48,1.48,1.48,,C,C,C,C,
A598,Large Translucent Pouch with Carabiner,Blank,100,250,500,1000,,1.29,1.29,1.29,1.29,,C,C,C,C,
A602,Drawstring Sport Pack,Screen Print,100,250,500,1000,2500,2.58,2.35,2.2,2.08,1.98,C,C,C,C,C
A602,Drawstring Sport Pack,Embroidery,100,250,500,1000,2500,5.97,5.73,5.58,5.47,5.37,C,C,C,C,C
A602,Drawstring Sport Pack,Vivid Expressions,250,500,1000,2500,,3.52,3.37,3.25,3.15,,C,C,C,C,
A602,Drawstring Sport Pack,Blank,100,250,500,1000,2500,2.35,2.12,1.97,1.85,1.75,C,C,C,C,C
A609,Flexi-Freeze   Can Holder,Screen Print,100,250,500,1000,2500,2.38,2.38,2.38,2.38,2.38,C,C,C,C,C
A609,Flexi-Freeze   Can Holder,Blank,100,250,500,1000,2500,2.17,2.17,2.17,2.17,2.17,C,C,C,C,C
A619,Camo Sport Pack,Screen Print,100,250,500,1000,2500,3.08,2.88,2.68,2.58,2.48,C,C,C,C,C
A619,Camo Sport Pack,Vivid Expressions,100,250,500,1000,2500,4.25,4.05,3.85,3.75,3.65,C,C,C,C,C
A619,Camo Sport Pack,Blank,100,250,500,1000,2500,2.85,2.65,2.45,2.35,2.25,C,C,C,C,C
A624,Accent Magazine Tote,Screen Print,100,250,500,1000,2500,2.12,1.95,1.87,1.77,1.55,C,C,C,C,C
A624,Accent Magazine Tote,Vivid Expressions,100,250,500,1000,2500,3.28,3.12,3.03,2.93,2.72,C,C,C,C,C
A624,Accent Magazine Tote,Blank,100,250,500,1000,2500,1.88,1.72,1.63,1.53,1.32,C,C,C,C,C
A626,Color Block Shoulder Tote,Screen Print,100,250,500,1000,2500,1.92,1.92,1.92,1.92,1.92,C,C,C,C,C
A626,Color Block Shoulder Tote,Blank,100,250,500,1000,2500,1.68,1.68,1.68,1.68,1.68,C,C,C,C,C
A629,Paws N Claws Neoprene Lunch Bag With Flat Bottle,Screen Print,25,50,100,250,500,10.9,10.68,10.53,10.35,10,C,C,C,C,C
A629,Paws N Claws Neoprene Lunch Bag With Flat Bottle,Blank,25,25,25,50,50,10.67,10.67,10.67,10.45,10.45,C,C,C,C,C
A631,Lunch Cooler,Screen Print,100,250,500,1000,2500,3.48,3.28,3.18,3.08,2.98,C,C,C,C,C
A631,Lunch Cooler,Vivid Expressions,100,250,500,1000,2500,4.65,4.45,4.35,4.25,4.15,C,C,C,C,C
A631,Lunch Cooler,Blank,100,250,500,1000,2500,3.37,3.17,3.07,2.97,2.87,C,C,C,C,C
A632,Printed Lunch Cooler,Screen Print,100,250,500,1000,2500,3.7,3.5,3.4,3.3,3.2,C,C,C,C,C
A632,Printed Lunch Cooler,Vivid Expressions,100,250,500,1000,2500,4.87,4.67,4.57,4.47,4.37,C,C,C,C,C
A632,Printed Lunch Cooler,Blank,100,250,500,1000,2500,3.58,3.38,3.28,3.18,3.08,C,C,C,C,C
A634,Color Band Cooler Tote,Screen Print,100,250,500,1000,2500,4.15,4,3.88,3.78,3.68,C,C,C,C,C
A634,Color Band Cooler Tote,Blank,100,250,500,1000,2500,3.92,3.77,3.65,3.55,3.45,C,C,C,C,C
A636,V Natural Kraft Lunch Bag,Screen Print,100,250,500,1000,2500,3.02,2.87,2.77,2.67,2.58,C,C,C,C,C
A636,V Natural Kraft Lunch Bag,Vivid Expressions,100,250,500,1000,2500,4.18,4.03,3.93,3.83,3.75,C,C,C,C,C
A636,V Natural Kraft Lunch Bag,Blank,100,250,500,1000,2500,2.78,2.63,2.53,2.43,2.35,C,C,C,C,C
A638,Poly Pro Lunch Box,Screen Print,100,250,500,1000,2500,3.17,3.03,2.93,2.83,2.72,C,C,C,C,C
A638,Poly Pro Lunch Box,Vivid Expressions,100,250,500,1000,2500,4.33,4.2,4.1,4,3.88,C,C,C,C,C
A638,Poly Pro Lunch Box,Blank,100,250,500,1000,2500,3.05,2.92,2.82,2.72,2.6,C,C,C,C,C
A639,Poly Pro Printed Lunch Box,Screen Print,100,250,500,1000,2500,3.33,3.13,3.07,2.97,2.83,C,C,C,C,C
A639,Poly Pro Printed Lunch Box,Vivid Expressions,100,250,500,1000,2500,4.5,4.3,4.23,4.13,4,C,C,C,C,C
A639,Poly Pro Printed Lunch Box,Blank,100,250,500,1000,2500,3.22,3.02,2.95,2.85,2.72,C,C,C,C,C
A642,Color Band Lunch Bag,Screen Print,100,250,500,1000,2500,2.57,2.48,2.38,2.27,2.08,C,C,C,C,C
A642,Color Band Lunch Bag,Vivid Expressions,100,250,500,1000,2500,3.73,3.65,3.55,3.43,3.25,C,C,C,C,C
A642,Color Band Lunch Bag,Blank,100,250,500,1000,2500,2.33,2.25,2.15,2.03,1.85,C,C,C,C,C
A643,ModFX Can Holder,Screen Print,150,250,500,1000,2500,0.95,0.82,0.72,0.65,0.58,C,C,C,C,C
A643,ModFX Can Holder,Blank,150,250,500,1000,2500,0.4,0.4,0.4,0.4,0.4,C,C,C,C,C
A644,PhotoGraFX Can Holder,Screen Print,150,250,500,1000,2500,1.12,1.03,0.92,0.83,0.75,C,C,C,C,C
A644,PhotoGraFX Can Holder,Blank,150,250,500,1000,2500,0.57,0.57,0.57,0.57,0.57,C,C,C,C,C
A646,Poly Pro Lunch To Go,Screen Print,100,250,500,1000,2500,3.05,3,2.9,2.8,2.7,C,C,C,C,C
A646,Poly Pro Lunch To Go,Vivid Expressions,100,250,500,1000,2500,4.22,4.17,4.07,3.97,3.87,C,C,C,C,C
A646,Poly Pro Lunch To Go,Blank,100,250,500,1000,2500,2.45,2.4,2.3,2.2,2.1,C,C,C,C,C
A652,Sports Cooler,Screen Print,25,50,100,250,500,8.75,8.75,8.75,8.75,8.75,C,C,C,C,C
A652,Sports Cooler,Blank,25,50,100,250,500,8.52,8.52,8.52,8.52,8.52,C,C,C,C,C
A656,Printed Round Cooler,Vivid Expressions,100,250,500,1000,,9.27,9.17,9.05,8.92,,C,C,C,C,
A656,Printed Round Cooler,Blank,50,50,50,100,100,7.32,7.32,7.32,7.23,7.23,C,C,C,C,C
A661,Drawstring Lunch Tote,Screen Print,50,100,250,500,1000,4,4,4,4,4,C,C,C,C,C
A661,Drawstring Lunch Tote,Blank,50,100,250,500,1000,3.77,3.77,3.77,3.77,3.77,C,C,C,C,C
A663,Insulated Sport Pack,Screen Print,100,250,500,1000,2500,4.03,3.85,3.75,3.65,3.55,C,C,C,C,C
A663,Insulated Sport Pack,Vivid Expressions,100,250,500,1000,2500,5.2,5.02,4.92,4.82,4.72,C,C,C,C,C
A663,Insulated Sport Pack,Blank,100,250,500,1000,2500,3.8,3.62,3.52,3.42,3.32,C,C,C,C,C
A664,Insulated Printed Sport Pack,Screen Print,100,250,500,1000,2500,4.3,4.1,4,3.9,3.8,C,C,C,C,C
A664,Insulated Printed Sport Pack,Vivid Expressions,100,250,500,1000,2500,5.47,5.27,5.17,5.07,4.97,C,C,C,C,C
A664,Insulated Printed Sport Pack,Blank,100,250,500,1000,2500,4.07,3.87,3.77,3.67,3.57,C,C,C,C,C
A669,Paws N Claws Lunch Bag,Screen Print,100,250,500,1000,2500,3.78,3.58,3.48,3.38,3.28,C,C,C,C,C
A669,Paws N Claws Lunch Bag,Vivid Expressions,100,250,500,1000,2500,4.95,4.75,4.65,4.55,4.45,C,C,C,C,C
A669,Paws N Claws Lunch Bag,Blank,100,250,500,1000,2500,3.55,3.35,3.25,3.15,3.05,C,C,C,C,C
A678,Poly Pro 6-Pack Cooler,Screen Print,100,250,500,1000,2500,2.52,2.43,2.33,2.22,2.13,C,C,C,C,C
A678,Poly Pro 6-Pack Cooler,Vivid Expressions,100,250,500,1000,2500,3.68,3.6,3.5,3.38,3.3,C,C,C,C,C
A678,Poly Pro 6-Pack Cooler,Blank,100,250,500,1000,2500,2.28,2.2,2.1,1.98,1.9,C,C,C,C,C
A679,Poly Pro Printed 6-Pack Cooler,Screen Print,100,250,500,1000,2500,2.7,2.6,2.5,2.38,2.3,C,C,C,C,C
A679,Poly Pro Printed 6-Pack Cooler,Vivid Expressions,100,250,500,1000,2500,3.87,3.77,3.67,3.55,3.47,C,C,C,C,C
A679,Poly Pro Printed 6-Pack Cooler,Blank,100,250,500,1000,2500,2.47,2.37,2.27,2.15,2.07,C,C,C,C,C
A700,3-Piece Barbeque Set,Screen Print,12,25,50,100,,28.98,27.98,26.98,24.98,,C,C,C,C,
A700,3-Piece Barbeque Set,Blank,12,25,50,100,,28.73,27.73,26.73,24.73,,C,C,C,C,
A701,6-Piece Barbeque Set,Screen Print,12,25,50,100,,45.98,43.98,42.98,38.98,,C,C,C,C,
A701,6-Piece Barbeque Set,Blank,12,25,50,100,,45.73,43.73,42.73,38.73,,C,C,C,C,
A703,3-Piece Grilling Set,Screen Print,25,50,100,250,500,18.98,18.48,17.68,16.88,15.98,C,C,C,C,C
A703,3-Piece Grilling Set,Vivid Expressions,100,250,500,,,19.12,18.32,17.42,,,C,C,C,,
A703,3-Piece Grilling Set,Blank,25,50,100,250,500,18.38,17.88,17.08,16.28,15.38,C,C,C,C,C
A705,Urban Briefcase,Screen Print,50,100,250,500,1000,7.53,7.18,6.82,6.38,6.28,C,C,C,C,C
A705,Urban Briefcase,Vivid Expressions,100,250,500,1000,,8.62,8.25,7.82,7.72,,C,C,C,C,
A705,Urban Briefcase,Blank,50,100,250,500,1000,7.3,6.95,6.58,6.15,6.05,C,C,C,C,C
A707,Modern Briefcase,Screen Print,50,100,250,500,1000,10.28,9.72,9.43,9.12,8.9,C,C,C,C,C
A707,Modern Briefcase,Vivid Expressions,250,500,1000,,,10.87,10.55,10.33,,,C,C,C,,
A707,Modern Briefcase,Blank,50,100,250,500,1000,10.05,9.48,9.2,8.88,8.67,C,C,C,C,C
A710,Foldable Garment Bag,Screen Print,50,100,250,500,1000,8.28,7.98,7.58,7.28,6.98,C,C,C,C,C
A710,Foldable Garment Bag,Embroidery,50,100,250,500,1000,11.67,11.37,10.97,10.67,10.37,C,C,C,C,C
A710,Foldable Garment Bag,Vivid Expressions,250,500,1000,,,9.02,8.72,8.42,,,C,C,C,,
A710,Foldable Garment Bag,Blank,50,100,250,500,1000,8.05,7.75,7.35,7.05,6.75,C,C,C,C,C
A714,Parallex Messenger,Screen Print,50,100,250,500,1000,8.78,8.5,8.08,7.78,7.5,C,C,C,C,C
A714,Parallex Messenger,Embroidery,50,100,250,500,1000,12.17,11.88,11.47,11.17,10.88,C,C,C,C,C
A714,Parallex Messenger,Vivid Expressions,100,250,500,1000,,9.93,9.52,9.22,8.93,,C,C,C,C,
A714,Parallex Messenger,Blank,50,100,250,500,1000,8.55,8.27,7.85,7.55,7.27,C,C,C,C,C
A715,Cross Body Tablet Bag,Screen Print,50,100,250,500,1000,9.88,9.32,9.05,8.72,8.48,C,C,C,C,C
A715,Cross Body Tablet Bag,Vivid Expressions,100,250,500,1000,,10.75,10.48,10.15,9.92,,C,C,C,C,
A715,Cross Body Tablet Bag,Blank,50,100,250,500,1000,9.65,9.08,8.82,8.48,8.25,C,C,C,C,C
A720,19-Piece Tool Kit,Image Lock,25,50,100,250,500,10.98,10.48,9.98,9.48,8.98,C,C,C,C,C
A720,19-Piece Tool Kit,Vivid Expressions,100,250,500,,,11.42,10.92,10.42,,,C,C,C,,
A720,19-Piece Tool Kit,Blank,25,50,100,250,500,10.22,9.72,9.22,8.72,8.22,C,C,C,C,C
A721,24-Piece Tool Kit,Image Lock,25,50,100,250,500,16.98,16.48,15.98,15.48,14.98,C,C,C,C,C
A721,24-Piece Tool Kit,Vivid Expressions,100,250,500,,,17.42,16.92,16.42,,,C,C,C,,
