Item# (SKU),Item Name,Charge Name,Charge Type,Setup,Reorder Setup,Run Charge-Qty1,Run Charge-Qty2,Run Charge-Qty3,Run Charge-Qty4,Run Charge-Qty5,Code
SUMMCMBO,Summit Notebook Combo,Optional Pen Imprint Run Charge Per Piece ,RUN,0,0,0.2,0.2,0.2,0.2,0.2,5G
SUNLOTON,1oz. SPF 30 Sunscreen Lotion,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SUNSCRGK,Sunscreen Golf Kit,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
SUNSHDE,Sun Shade,Assembly Charge,RUN,0,0,0.75,0.75,0.75,0.75,0.75,5G
SUNSHDE,Sun Shade,2nd Location Imprint Run Charge,RUN,0,0,0.5,0.5,0.5,0.5,0.5,5G
SUNSHDE,Sun Shade,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SUNSHDSQ,Sun Shade Square,2nd Location Imprint Run Charge,RUN,0,0,0.5,0.5,0.5,0.5,0.5,5G
SUNSHDSQ,Sun Shade Square,Assembly Charge,RUN,0,0,0.75,0.75,0.75,0.75,0.75,5G
SUNSHDSQ,Sun Shade Square,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SUNSPYLB,Sunscreen Spray Pump,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SUNSTCK,Sunstick,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SUNTOT,1.5oz. SPF 30 Sunscreen Tottle with Clip,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SUPCHP,Big Bag Clip,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
SUPCHP,Big Bag Clip,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SUPERLT_CL,Super Bright Flashlight - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SVNUNOCP,16oz. Stainless Vintage Uno Cup,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SWAMPJUI,Swamp Juice,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
SWNKYTMB,20oz. Swanky Sip Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TAGGEL,Tag Along Gel Sanitizer,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TAGTOGO_CL,Tag it to Go - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TAKESEAT_CL,Take A Seat - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TALSBKSK_CL,Talus Backsack - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TCHKYCN,Touch Key Chain,Laser Engraving Set-Up/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TCHKYCN,Touch Key Chain,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TECCHGST,Tech Charge Set,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TECHMSE_CL,Techno Mouse - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TEKTRACK,Tek Tracker Pedometer,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TEMPOMT,Tempo Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
TEMPOPN,Tempo Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
TEMPOPNW_CL,Tempo Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
TEMPOPN_CL,Tempo Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
TEMPRPCK,Temper-Pack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TERRNBK,Terra Notebook Combo,Optional Pen Imprint Run Charge Per Piece ,RUN,0,0,0.2,0.2,0.2,0.2,0.2,5G
TERRNBK,Terra Notebook Combo,Optional Pen Imprint Set-Up/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
TERRNBK,Terra Notebook Combo,Debossing Set-Up/Change of Copy,SETUP,70,35.5,0,0,0,0,0,G
TERRNBK,Terra Notebook Combo,Silk Screen Set-Up/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TERRNBK_CL,Terra Notebook Combo - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TETHGEL,Tethered Hand Sanitizer,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
TETHGEL,Tethered Hand Sanitizer,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
THMGOB25,25oz. Thermo-Go Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
THMGOB25_CL,25oz. Thermo-Go Bottle - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
THMGOBTL,17oz. Thermo-Go Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
THPKHLD,Toothpick Holder,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
THPKHLD,Toothpick Holder,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5g
THRDNSTD_CL,Thread N Stand Media Holder - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TIDYUPKC,Tidy Up Key Chain,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TIDYUPKC,Tidy Up Key Chain,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
TIREGE,Tire Gauge,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TIRGEKYC,Tire Gauge Keychain,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TOGOTMB,16oz. To Go Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TOGOTMB,16oz. To Go Tumbler,Per Color Run Charge,RUN,0,0,0.5,0.45,0.41,0.38,0.35,5G
TONTGLPN_CL,Tonti Gel Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
TOOLARND,Tooling Around,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TOOLARND,Tooling Around,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
TPTPTMB,12oz. Tip Top Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TPTPTMB,12oz. Tip Top Tumbler,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
TPTPTMB,12oz. Tip Top Tumbler,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5g
TRA9LED,Traverse 9 LED Flashlight,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TRADEBDG,Trade Show Badge Holder,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TREKRTUM,Trekker Traveler Umbrella,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TREKRTUM,Trekker Traveler Umbrella,Per Color Run Charge,RUN,0,0,1.2,1.15,1.11,1.08,1.05,5G
TREMEBRT_CL,Treme Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
TRENTUM,Trent Golf Umbrella,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TRENTUM,Trent Golf Umbrella,Per Color Run Charge,RUN,0,0,1.2,1.15,1.11,1.08,1.05,5G
TRIBSPK,Tribute Bluetooth Speaker,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TRICRKSW_CL,Tri Cork Screw - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TRINEXC_CL,Trinity Executive - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TRINJR_CL,Trinity Junior - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TRIPNHI_CL,Triplex Pen Highlighter - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
TROBTMB,16oz. Trans Orbit Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TROBTMB,16oz. Trans Orbit Tumbler,Per Color Run Charge,RUN,0,0,0.5,0.45,0.41,0.38,0.35,5G
TROBTMB,16oz. Trans Orbit Tumbler,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
TROBTMB,16oz. Trans Orbit Tumbler,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5G
TROOPTMB,Trooper Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TRSTAMBG,Tristan Amenity Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TRSTAMBG,Tristan Amenity Bag,Color Surge Run Charge,RUN,0,0,2.5,1.5,1.5,1.5,1.5,5G
TRSTRBG,Tourista Travel Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TRSTRBG,Tourista Travel Bag,Color Surge Run Charge,RUN,0,0,2.5,1.5,1.5,1.5,1.5,5G
TRVBKPK,Traveler Back Pack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TRVBKPK,Traveler Back Pack,Color Surge Run Charge,RUN,0,0,2.5,1.5,1.5,1.5,1.5,5G
TRVLBLKT,Travel/Stadium Cushion Blanket,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TRVLBLKT,Travel/Stadium Cushion Blanket,Color Surge Run Charge,RUN,0,0,0,4,2.5,1.5,1.5,4G
TRVSETBG_CL,Travel Set Bag - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TTLNXTTR,Titleist  NXT  Tour,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TTLPROV1,Titleist  ProV1,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TTLVLCTY,Titleist  Velocity,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TURNTMB,Turn It Up Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TWICEBTL,23oz. Twice Around Tritan  Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
TWICEBTL,23oz. Twice Around Tritan  Bottle,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
TWICEBTL,23oz. Twice Around Tritan  Bottle,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5G
TWISTPN,Twister Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
TWNTBCHG,Twin Turbo Auto Charger,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
ULADPTR,UL Listed Universal USB,Color Surge Digital Color Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,G
ULADPTR,UL Listed Universal USB,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
ULPOWBK,Power Bank with UL Listed Battery,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
UNDPRKLT,Under Pressure Tire Gauge and Light,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
UNIUSB,Universal USB,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
UNIUSB,Universal USB,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
UNOCCLR,Uno Can Cooler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
UNOCUP,16oz. Uno Cup,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
UNOLED,Uno LED Aluminum Flashlight,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
UNOMUG,16oz. Uno Mug,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
USBAUTO,USB Auto Adapter,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
USBCHRM,USB Chrome,Multi Color Imprint Run Charge,RUN,0,0,0.15,0.15,0.15,0.15,0.15,5G
USBCHRM,USB Chrome,File Preload,RUN,0,0,0.4,0.4,0.4,0.4,0.4,5G
USBCHRM,USB Chrome,Per Additional Color Imprint,RUN,0,0,0.15,0.15,0.15,0.15,0.15,5G
USBCHRM,USB Chrome,Set-Up Charge/Change of Copy,SETUP,55,55,0,0,0,0,0,G
USBCOLTK,USB Color-Tek,File Preload,RUN,0,0,0.4,0.4,0.4,0.4,0.4,5G
USBCOLTK,USB Color-Tek,Multi Color Imprint Run Charge,RUN,0,0,0.15,0.15,0.15,0.15,0.15,5G
USBCOLTK,USB Color-Tek,Multi Color Imprint Run Charge,RUN,0,0,0.15,0.15,0.15,0.15,0.15,5G
USBCOLTK,USB Color-Tek,Set-Up Charge/Change of Copy,SETUP,55,55,0,0,0,0,0,G
USBFOLD,USB Fold,Set-Up Charge/Change of Copy,SETUP,55,55,0,0,0,0,0,G
USBFOLD,USB Fold,Multi Color Imprint Run Charge,RUN,0,0,0.15,0.15,0.15,0.15,0.15,5G
USBFOLD,USB Fold,File Preload,RUN,0,0,0.4,0.4,0.4,0.4,0.4,5G
USBFOLD,USB Fold,2nd Location Imprint Run Charge,RUN,0,0,0.15,0.15,0.15,0.15,0.15,5G
USBLINXS_CL,USB Linxs - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
USBMTLKR,USB Metal Key Ring,File Preload,RUN,0,0,0.4,0.4,0.4,0.4,0.4,5G
USBMTLKR,USB Metal Key Ring,Set-Up/Change of Copy/Reorder,SETUP,55,55,0,0,0,0,0,G
USBPEN,USB Flash Pen,Set-Up/Change of Copy/Reorder,SETUP,55,55,0,0,0,0,0,G
USBPEN,USB Flash Pen,File Preload,RUN,0,0,0.4,0.4,0.4,0.4,0.4,5G
USBTWIST,USB Twist Flash Drive,Multi Color Imprint Run Charge,RUN,0,0,0.15,0.15,0.15,0.15,0.15,5G
USBTWIST,USB Twist Flash Drive,File Preload,RUN,0,0,0.4,0.4,0.4,0.4,0.4,5G
USBTWIST,USB Twist Flash Drive,Per Additional Color Imprint,RUN,0,0,0.15,0.15,0.15,0.15,0.15,5G
USBTWIST,USB Twist Flash Drive,Set-Up Charge/Change of Copy,SETUP,55,55,0,0,0,0,0,G
VALETKR,Valet Key Ring,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
VANTMIR_CL,Vanity Mirror - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
VIBRNTLP,Vibrant Lip Moisturizing Stick,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
VIKINGPN,Viking Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
VISTSLNG,Visor Tissue Take-a-Long,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
VIVDCMBO,Vivid Notebook Combo,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
VIVDCMBO,Vivid Notebook Combo,Optional Pen Imprint Set-Up/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
VIVDCMBO,Vivid Notebook Combo,Optional Pen Imprint Run Charge Per Piece ,RUN,0,0,0.2,0.2,0.2,0.2,0.2,5G
VIVIDPN,Vivid Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
VWINOPN,Vino Wine Opener,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
VWINOPN,Vino Wine Opener,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
WALLTOTE,Wallace Tote Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WALLTOTE,Wallace Tote Bag,Color Surge Run Charge,RUN,0,0,2.5,1.5,1.5,1.5,1.5,5G
WATMEDPC,Waterproof Media Pouch,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WEBTOTE,Webster Tote Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WEBTOTE,Webster Tote Bag,Color Surge Run Charge,RUN,0,0,2.5,1.5,1.5,1.5,1.5,5G
WHISTLE_CL,Whistle Key Ring - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WHSKLT,Whistle Key Light,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WIDEMES,Wide Bracelets,2nd Location Imprint Run Charge,RUN,0,0,0.8,0.8,0.8,0.8,0.8,5G
WIDEMES,Wide Bracelets,Set-Up Charge/Change of Copy,SETUP,55,55,0,0,0,0,0,G
WIDEMES,Wide Bracelets,2nd Location Engraving,SETUP,55,55,0,0,0,0,0,G
WILDBKSK,Wildside Backsack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WILDBKSK,Wildside Backsack,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
WILLTOTE_CL,Willow Tote Bag - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WILSNGLS,Wild Thing Sunglasses,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WIPEOUT,Wipe Out Tote,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WIPEOUT,Wipe Out Tote,2nd Location Imprint Run Charge,RUN,0,0,0.5,0.5,0.5,0.5,0.5,5G
WIPEOUT,Wipe Out Tote,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
WONMAT,Wonder Mat,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WRIONCLP_CL,Write On Clip - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WRITEBOX_CL,Write Box - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
WRPITUP,Wrap it Up,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WRPITUP,Wrap it Up,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
WTRTBPCH,Waterproof Tablet Pouch,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WVEBKPK,Wave Back Pack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
WVEBKPK,Wave Back Pack,Color Surge Run Charge,RUN,0,0,4,2.5,1.5,1.5,1.5,5G
XXLRECGY_CL,XXL Non-Woven Reusable Tote - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
YOGABLK,Yoga Block,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
YOGAMAT,Yoga Mat,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
YOGCLKT,Yoga Class Kit,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
ZGZGBKSK,Zig Zag Drawstring,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
ZGZGBKSK,Zig Zag Drawstring,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
ZIPCOOL,Zip Cool - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
ZIPCOOL,Zip Cool - Closeout,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,G
