Item# (SKU),Item Name,Charge Name,Charge Type,Setup,Reorder Setup,Run Charge-Qty1,Run Charge-Qty2,Run Charge-Qty3,Run Charge-Qty4,Run Charge-Qty5,Code
FOURPWBK,4400 Power Bank,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
FRQNTLGT,Frequent Flyer Luggage Tag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
FRVWPENC_CL,Fairview Mechanical Pencil - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
FTNSDUFL,Fitness Duffel Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
FTNSDUFL,Fitness Duffel Bag,Color Surge Run Charge,RUN,0,0,4,2.5,1.5,1.5,1.5,5G
FUSEBOX,Fusebox,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
FUSEBOX,Fusebox,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
FXHEADPH,FX Headphones,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
FXHEADPH,FX Headphones,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
GADGTLLT,Gadget Tool Light,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GAMEBLKT,Game Day Lap Blanket,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GAMEBLKT,Game Day Lap Blanket,Color Surge Run Charge,RUN,0,0,0,4,2.5,1.5,1.5,4g
GAMESEAT_CL,Game Day Seat - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GELEHIGH,Gel E Highlighter,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
GEMHIPEN_CL,Gemini Highlighter Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
GEMHIPNS_CL,Gemini Highlighter Pen - Silver - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
GEMINIPN_CL,Gemini Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
GEMINPNS_CL,Gemini Pen - Silver - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
GESSENBG,Golf Essentials Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GETFITDF,Get Fit Duffel,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GETFITDF,Get Fit Duffel,Color Surge Run Charge,RUN,0,0,4,2.5,1.5,1.5,1.5,5G
GLFPKATH,Golf Essentials Pro Pack,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
GLIMMER,Glimmer Light Up Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
GLOBE,Globe Shaped Stress Reliever,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GLOBE,Globe Shaped Stress Reliever,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
GOLFBALL,Authoritee  Golf Balls,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GOLFBALL,Authoritee  Golf Balls,2nd Pole Imprint Run Charge,RUN,0,0,3.75,3.5,3.25,3.25,3.25,5G
GOLFBALL_CL,Authoritee Golf Balls - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GOLFKIT,Golf Kit,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
GOLFTEE,Golf Tee Set,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GOLFTOWL,Golf Towel,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GOTOTE,Go Tote,2nd Location Imprint Run Charge,RUN,0,0,0.5,0.5,0.5,0.5,0.5,5G
GOTOTE,Go Tote,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
GOTOTE,Go Tote,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GRPBOLD,16oz. Grip N Go Bold,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GRPGRAN,16oz Grip N Go Grande,Per Color Run Charge,RUN,0,0,0.5,0.45,0.41,0.38,0.35,5G
GRPGRAN,16oz Grip N Go Grande,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GRVGLWLT,Groovy Glow Lights,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GSDAYTRP,Day Tripper Gift Set,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
GSDYTPJR,Jr. Day Tripper Gift Set,Set-Up Charge/Change of Copy,SETUP,75,37.5,0,0,0,0,0,G
GSHOPKATH,Golf Shoe Bag Tournament Pack,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
GSRVTQSR,Rivet LED Keylight & Quasar Pen Gift Set,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GSSLEEK,Sleek Pen & Pencil Gift Set,Laser Engraving Set-Up/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
GSSLEEK,Sleek Pen & Pencil Gift Set,Set-Up/Change of Copy/Reorder,SETUP,45,22.5,0,0,0,0,0,G
GTEES_CL,Short Golf Tees - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HABTSHP,Habitat Shopper,2nd Side Imprint,RUN,0,0,0.5,0.5,0.5,0.5,0.5,5G
HABTSHP,Habitat Shopper,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HABTSHP,Habitat Shopper,Color Surge Run Charge,RUN,0,0,1.5,1.5,1.5,1.5,1.5,5G
HANCCKPN,Hancock Pen,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HANDPACK,Hand Sanitizer Soft Wipe Pack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HANDSAN,1oz. Hand Sanitizer,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HANLOTON,1oz. Hand Sanitizer Lotion,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HANSPRAY,Hand Sanitizer Spray Pump,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HANSPRAY,Hand Sanitizer Spray Pump,Multi Color Label Imprint Run Charge,RUN,0,0,0.2,0.2,0.2,0.2,0.2,5G
HAPHRTMB,24oz. Happy Hour Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HATCHBAG,Hatchback Cooler Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HATCHBAG,Hatchback Cooler Bag,Color Surge Run Charge,RUN,0,0,4,2,1.5,1.5,1.5,5G
HATTRIKKT,Hat Trick  Can Cooler Kit,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HATTRKBO,Hat Trick  Bottle Opener,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HATTRKIWR,Hat Trick  IWear Combo,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HEARTRE,Heart Shaped Stress Reliever,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HEARTRE,Heart Shaped Stress Reliever,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
HEROHT,bubba  14oz. Hero HT Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HICKIES_CL,Hickies - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HIFIVHI_CL,Hi Five Highlighter - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
HISTNTOT,Histen Tote Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HISTNTOT,Histen Tote Bag,Color Surge PMS Color Match Per Color,SETUP,55,27.5,0,0,0,0,0,G
HISTNTOT,Histen Tote Bag,Color Surge 4 Color Process Run Charge,RUN,0,0,2.5,1.5,1.5,1.5,1.5,5G
HLTHHND,Healthy Hand Sanitizer,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HLTHHND,Healthy Hand Sanitizer,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
HNDWARM,Hand Warmers,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HOLNTLVL,Hole-nother Level,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HOTSHTGL,Hot Shot Glass,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HOWDYTZR,Howdy-Tizer,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HSEKYHLD,Household Key Holder,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HYDRAPK,Hydrapack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
HYDRAPK,Hydrapack,Color Surge Run Charge,RUN,0,0,4,2.5,1.5,1.5,1.5,5G
HYLANDPF,Hyland Professional,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
IDENTAG,Identitag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
IGGINFSR,Iggy Infuser,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
IGGINFSR,Iggy Infuser,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
IGGINFSR,Iggy Infuser,Color Surge Run Charge,RUN,0,0,0.99,0.99,0.99,0.99,0.99,5G
INFUSER,25oz. Infuser Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
INFUSER,25oz. Infuser Bottle,Per Color Run Charge,RUN,0,0,0.5,0.45,0.41,0.38,0.35,5G
INSHPTOT,Insulated Shopper Tote,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
INSHPTOT,Insulated Shopper Tote,Color Surge Run Charge,RUN,0,0,2.5,1.5,1.5,1.5,1.5,5G
INTOUCH,Intouch Flashlight Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
IRWINEXE,Irwin Executive,Debossing Set-Up/Change of Copy,SETUP,70,35.5,0,0,0,0,0,G
IRWINEXE,Irwin Executive,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
ITABSLV,I-Tablet Sleeve,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
ITABSLV,I-Tablet Sleeve,Color Surge Run Charge,RUN,0,0,4,2.5,1.5,1.5,1.5,5G
IWEARST,IWear Strap,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
JAVAMUG,Java Stripe Mug,Per Color Run Charge,RUN,0,0,0.5,0.45,0.41,0.38,0.35,5G
JAVAMUG,Java Stripe Mug,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
JAVAMUG_CL,Java Stripe Mug - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
JETBKSK,Jetty Backsack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
JETBKSK,Jetty Backsack,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
JIVEHDPH,Jive Bluetooth Headphones,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
JIVEHDPH,Jive Bluetooth Headphones,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
JUBCLTOT,Jubilee Cooler Tote,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
JUBCLTOT,Jubilee Cooler Tote,Color Surge PMS Color Match Per Color,SETUP,55,27.5,0,0,0,0,0,G
JUBCLTOT,Jubilee Cooler Tote,Color Surge 4 Color Process Run Charge,RUN,0,0,4,2.5,1.5,1.5,1.5,5G
JUMBOHI_CL,Jumbo Highlighter - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
K2USBFAN,K2 USB Fan,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
KCMSHBK,KC Mesh Backsack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
KCMSHBK,KC Mesh Backsack,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
KICKSTND,Kickstand,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
KLCSTK,Klicker Stick Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
KLICKPN_CL,Klick Klick Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
KLPNOTES,KlipNotes,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
KPCLGKT,Keep It Cool Golf Kit,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
KPCLTWL,Keep It Cool Towel,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LAPTPSLV_CL,Laptop Sleeve - Closeout,Set-Up/Change of Copy/Reorder,SETUP,55,27.5,0,0,0,0,0,G
LAZERBTL,30oz. Lazer Flat Bottle,Set-Up/Change of Copy/Reorder,SETUP,55,27.5,0,0,0,0,0,G
LCLREX,Executive L-Curve Padfolio,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LCLRJR,Jr. Executive L-Curve Padfolio,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LCURVEJR,Jr. Executive L-Curve Padfolio,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LCURVEX,Executive L-Curve Padfolio,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LCURVEX_CL,Executive L-Curve Padfolio - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LED17FLH,17LED Aluminum Flashlight,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LEDLTBOK,Light Up Bottle Opener,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LEDTORCK,LED Torch Key Light,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LENSCLN,Lens Cleaner and Cloth,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LENSCLN,Lens Cleaner and Cloth,Multi Color Label Imprint Run Charge,RUN,0,0,0.2,0.2,0.2,0.2,0.2,5G
LETHSTPK_CL,Leatherette Key Strap - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LGTNLOOK,Light N Look,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LGTNLOOK,Light N Look,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
LGTUPLYD,Light Up Lanyard,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LIPBALM,Lip Balm,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LNCHBDY,Lunch Buddy,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LNCHBXST,Lunch Box Set,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LNZSTPN,Lanza Stylus Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
LOLATMBL,8oz. Lola Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LONGTEES,Long Golf Tees,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LPMEDPCH,Listen and Protect Media Pouch,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LTDFLTBL,16oz. Latitude Flat Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LUGARND_CL,Lug A Round - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LUGSPAT_CL,LuggageSpotter - with Patterns - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LUGSPTOR,LuggageSpotter,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LUGSPTOR,LuggageSpotter,Color Surge Run Charge,RUN,0,0,1.5,1.5,1.5,1.5,1.5,5G
LUGSTRAP_CL,Luggage Strap - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LYMBPOCK,Lycra Mobile Pocket,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
LYNXPEN_CL,Lynx Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
MAGNACLP,Magna Clips,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MAGNAJMB,Jumbo Magna Clips,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MAGNAJMB,Jumbo Magna Clips,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
MAGNIKL_CL,Magnifier Key Light - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MANHATTB,Manhattan Tumbler,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MANI2GO_CL,Manicure-to-Go - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MANSALON,Manicure Salon Set,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MANSALON,Manicure Salon Set,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5g
MARCOPN,Marco Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
MARCOPN_CL,Marco Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
MARKITUP_CL,Mark it Up Permanent Marker - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
MASTRTL,Master Tool,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
MASTRTL,Master Tool,Laser Engraving Set-Up/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MAZECAL_CL,Maze Calculator - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MAZEPN,Maze Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
MEALTOGO,Meals to Go Insulated Carrier,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MEDIALNG,Media Lounger,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
MEDIALNG,Media Lounger,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MEDIASTA,Media Station,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MEDILNGS,Media Lounger,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
MEDILNGS,Media Lounger,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MEDLNUSB,Media Lounger Charging Station,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MEDLNUSB,Media Lounger Charging Station,2nd Location Imprint Run Charge,RUN,0,0,0.25,0.25,0.25,0.25,0.25,5G
MEETFOLO,Meeting Folio,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MEMOCUBE,Memo Cube,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MESNGBRA,Messenger Laser Engraved Bracelets,Set-Up/Change of Copy/Reorder,SETUP,55,55,0,0,0,0,0,G
MESNGBRA,Messenger Laser Engraved Bracelets,2nd Location Imprint,SETUP,55,55,0,0,0,0,0,G
MESNGBRA,Messenger Laser Engraved Bracelets,2nd Location Imprint Run Charge,RUN,0,0,0.5,0.5,0.5,0.5,0.5,GG
MESURCUP,Measuring Cups,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MESURSPN,Measuring Spoons,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
METPBKSK,Metropolis Backsack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
METPBKSK,Metropolis Backsack,Color Surge PMS Color Match Per Color,SETUP,55,27.5,0,0,0,0,0,G
METPBKSK,Metropolis Backsack,Color Surge 4 Color Process Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
METROBK,Metro Backsack,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
METROBK,Metro Backsack,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
METROBK_CL,Metro Backsack - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MGLFBATH_CL,Mini Golf Bag Kit - Closeout,2nd Location & Multi Color Imprint Charge,SETUP,55,0,0,0,0,0,0,
MGNTCLDP,Magnet-O-Clip Dispenser,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MICRCLTH,Microfiber Cleaning Cloth,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MICRCLTH,Microfiber Cleaning Cloth,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
MICROSTD,Micro Media Stand,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MICROSTD,Micro Media Stand,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
MICRPHKY,Micro Pouch Key Chain,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MINIATH,Mini Mesh Golf Kit,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
MINICHI,Mini Chi Chi Bag,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MINICHI,Mini Chi Chi Bag,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
MINIDESK,Mini Desk,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MINIDESK,Mini Desk,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
MINISTKY,Mini Sticky Book,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MINIWIPE,Hand Sanitizer Mini Wipe Canister,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MINIWRIT,Mini Write-Away Notebook,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MINMANCF_CL,Mini Mani Color File - Closeout,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MINMANCF_CL,Mini Mani Color File - Closeout,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
MINMESH_CL,Mini Mesh Bag - CLOSEOUT,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MINMESH_CL,Mini Mesh Bag - CLOSEOUT,Color Surge Run Charge,RUN,0,0,1.5,1.5,1.5,1.5,1.5,5G
MINWNDFL,Mini Wand Flashlight,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MNLNTRL,Mini Lint Roller,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MP3MINI,Mini MP3 Player,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MTYBRITE,Mighty Bright Mini Light,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MULMDATH,Multimedia Keeper Golf Kit,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
MULMDKPR,Multimedia Keeper,Set-Up/Change of Copy/Reorder,SETUP,55,27.5,0,0,0,0,0,G
MULMDKPR,Multimedia Keeper,Color Surge Run Charge,RUN,0,0,1.5,1.5,1.5,1.5,1.5,5G
MULTTASK,Multitasker,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MULTTASK,Multitasker,Color Surge Run Charge,RUN,0,0,0.3,0.3,0.25,0.2,0.2,5G
MUTRDVTL,Multi Bit Travel Driver Tool,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
MYSTLPN,My Style Lanyard Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
NEOCLONE,Neo Can Cooler - One Sided Imprint,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
NEOCLONE,Neo Can Cooler - One Sided Imprint,Color Surge Run Charge,RUN,0,0,1.5,1.5,1.5,1.5,1.5,5G
NEOCLTWO,Neo Can Cooler - Two Sided Imprint,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
NEOFLAT,Neoprene Flat Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
NEONBB,Neon Bargain Buy Pencil,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
NEONBB,Neon Bargain Buy Pencil,Sharpening,RUN,0,0,0.05,0.05,0.05,0.05,0.05,5G
NIKISTPN,Nikki Stylus Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
NITROGK,Nitro Golf Kit,Set-Up Charge/Change of Copy,SETUP,95,47.5,0,0,0,0,0,G
NMDTRAD,Nomad Travel Adaptor,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
NOLAPN_CL,Nola Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
NORDGRIP,Nordic Grip Pen,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
NORDGRIP_CL,Nordic Grip Pen - Closeout,Set-Up Charge/Change of Copy,SETUP,45,22.5,0,0,0,0,0,G
NOVLEDFL,Novenary LED Flashlight,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
NTROBKSK,Nitro Drawstring,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
NTROBKSK,Nitro Drawstring,Color Surge Run Charge,RUN,0,0,2,1.5,1.5,1.5,1.5,5G
NVLATBCS,Novella Tablet Case,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
NVLATBCS,Novella Tablet Case,Debossing Set-Up/Change of Copy,SETUP,70,35.5,0,0,0,0,0,G
NVLATBJR,Novella Tablet Case Jr,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
NVLATBJR,Novella Tablet Case Jr,Debossing Set-Up/Change of Copy,SETUP,70,35.5,0,0,0,0,0,G
NYLFLYER,Nylon Flyer,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
NYLFLYER,Nylon Flyer,Assembly Charge,RUN,0,0,0.4,0.4,0.4,0.4,0.4,5G
OASISBTL,Oasis Water Bottle,Set-Up Charge/Change of Copy,SETUP,55,27.5,0,0,0,0,0,G
OASISBTL,Oasis Water Bottle,Color Surge,SETUP,95,47.5,0,0,0,0,0,G
